call_id,opened_at,month,call_direction,call_reason,call_type,linked_incident,company,opened_by
CALL0393476,2024-09-11 09:28:56,2024-09,Outbound to Support group,Information,Incident,INC24167054,UGIPS,Agent_009
CALL0393477,2024-09-11 09:29:56,2024-09,Outbound to user,Follow-up,Incident,INC24166742,AXA FRANCE ADMIN,Agent_128
CALL0393484,2024-09-11 09:35:27,2024-09,Inbound from User,Information,Incident,INC24161604,AXA FRANCE ADMIN,Agent_009
CALL0393485,2024-09-11 09:35:59,2024-09,Outbound to Other,Follow-up,Incident,INC24167039,AXA FRANCE ADMIN,Agent_140
CALL0393489,2024-09-11 09:37:16,2024-09,Outbound to Other,Follow-up,Incident,INC24149184,AXA FRANCE ADMIN,Agent_023
CALL0393509,2024-09-11 09:53:05,2024-09,Outbound to Other,Follow-up,Incident,INC24167257,AXA FRANCE ADMIN,Agent_140
CALL0393510,2024-09-11 09:53:05,2024-09,Outbound to Other,Follow-up,Incident,INC24148277,AXA FRANCE AEP,Agent_054
CALL0393515,2024-09-11 09:53:51,2024-09,Inbound from User,Information,Incident,INC24119333,AXA FRANCE ADMIN,Agent_009
CALL0393530,2024-09-11 09:59:33,2024-09,Outbound to Support group,Follow-up,Incident,INC24131222,AXA BANQUE,Agent_104
CALL0393541,2024-09-11 10:07:34,2024-09,Outbound to user,Information,Incident,INC24041440,AXA FRANCE ADMIN,Agent_003
CALL0393543,2024-09-11 10:09:11,2024-09,Outbound to Support group,Information,Incident,INC24167647,AXA FRANCE ADMIN,Agent_099
CALL0393547,2024-09-11 10:14:09,2024-09,Outbound to Other,Follow-up,Incident,INC24166615,AXA FRANCE ADMIN,Agent_116
CALL0393548,2024-09-11 10:15:04,2024-09,Outbound to Other,Follow-up,Incident,INC24166615,AXA FRANCE ADMIN,Agent_116
CALL0393552,2024-09-11 10:18:00,2024-09,Outbound to Support group,Information,Incident,INC24167682,AXA FRANCE CLUB 14,Agent_033
CALL0393553,2024-09-11 10:18:57,2024-09,Outbound to Support group,Follow-up,Incident,INC24167424,AXA FRANCE ADMIN,Agent_075
CALL0393557,2024-09-11 10:21:52,2024-09,Outbound to Support group,Update,Incident,INC24167835,AXA BANQUE,Agent_104
CALL0393559,2024-09-11 10:24:44,2024-09,Outbound to Support group,Information,Incident,INC24167898,AXA FRANCE ADMIN,Agent_009
CALL0393564,2024-09-11 10:30:45,2024-09,Inbound from User,Update,Incident,INC24167725,AXA FRANCE ADMIN,Agent_033
CALL0393565,2024-09-11 10:30:55,2024-09,Outbound to Other,Follow-up,Incident,INC24159237,AXA FRANCE ADMIN,Agent_140
CALL0393567,2024-09-11 10:31:10,2024-09,Inbound from User,Follow-up,Incident,INC24167432,AXA FRANCE ADMIN,Agent_128
CALL0393568,2024-09-11 10:31:49,2024-09,Outbound to Support group,Update,Incident,INC24167796,AXA FRANCE ADMIN,Agent_099
CALL0393571,2024-09-11 10:36:46,2024-09,Outbound to Other,Follow-up,Incident,INC24167647,AXA FRANCE ADMIN,Agent_083
CALL0393588,2024-09-11 10:56:40,2024-09,Inbound from User,Follow-up,Incident,INC24117254,AXA FRANCE ADMIN,Agent_129
CALL0393590,2024-09-11 10:59:13,2024-09,Outbound to user,Information,Incident,INC24030752,AXA FRANCE AEP,Agent_003
CALL0393613,2024-09-11 11:16:07,2024-09,Outbound to Support group,Information,Incident,INC24168177,AXA FRANCE ADMIN,Agent_099
CALL0393617,2024-09-11 11:19:28,2024-09,Inbound from Other,Information,Incident,INC24039255,AXA FRANCE ADMIN,Agent_002
CALL0393619,2024-09-11 11:21:26,2024-09,Outbound to Other,Follow-up,Incident,INC23806740,AXA FRANCE ADMIN,Agent_083
CALL0393622,2024-09-11 11:26:44,2024-09,Inbound from User,Follow-up,Incident,INC24166253,AXA FRANCE ADMIN,Agent_132
CALL0393629,2024-09-11 11:30:46,2024-09,Outbound to Support group,Update,Incident,INC24168872,AXA FRANCE ADMIN,Agent_104
CALL0393632,2024-09-11 11:32:50,2024-09,Outbound to Other,Follow-up,Incident,INC24155659,AXA FRANCE ADMIN,Agent_116
CALL0393640,2024-09-11 11:41:46,2024-09,Inbound from User,Follow-up,Incident,INC24167898,AXA FRANCE ADMIN,Agent_147
CALL0393642,2024-09-11 11:45:16,2024-09,Outbound to Support group,Information,Incident,INC24168914,AXA BANQUE,Agent_099
CALL0393645,2024-09-11 11:46:42,2024-09,Outbound to Other,Follow-up,Incident,INC24168599,AXA FRANCE ADMIN,Agent_140
CALL0393649,2024-09-11 11:48:16,2024-09,Outbound to Other,Follow-up,Incident,INC24150363,AXA FRANCE ADMIN,Agent_140
CALL0393660,2024-09-11 11:53:09,2024-09,Outbound to Support group,Follow-up,Incident,INC24168682,JURIDICA,Agent_033
CALL0393663,2024-09-11 11:55:14,2024-09,Outbound to Support group,Other,Incident,INC24146211,AXA FRANCE AEP,Agent_023
CALL0393664,2024-09-11 11:55:15,2024-09,Outbound to Other,Follow-up,Incident,INC24156788,AXA FRANCE ADMIN,Agent_140
CALL0393668,2024-09-11 11:57:50,2024-09,Outbound to Support group,Information,Incident,INC24169183,AXA FRANCE ADMIN,Agent_009
CALL0393675,2024-09-11 12:10:06,2024-09,Outbound to Other,Follow-up,Incident,INC23180394,AXA FRANCE ADMIN,Agent_100
CALL0393680,2024-09-11 12:17:18,2024-09,Outbound to Other,Follow-up,Incident,INC24167729,AXA FRANCE ADMIN,Agent_140
CALL0393687,2024-09-11 12:29:21,2024-09,Outbound to Other,Follow-up,Incident,INC24156408,AXA FRANCE ADMIN,Agent_083
CALL0393706,2024-09-11 13:04:17,2024-09,Outbound to Other,Follow-up,Incident,INC24146663,AXA FRANCE ADMIN,Agent_083
CALL0393708,2024-09-11 13:09:49,2024-09,Outbound to Other,Follow-up,Incident,INC24121753,AXA FRANCE ADMIN,Agent_083
CALL0393709,2024-09-11 13:14:14,2024-09,Outbound to Other,Follow-up,Incident,INC24161150,AXA FRANCE ADMIN,Agent_116
CALL0393713,2024-09-11 13:22:36,2024-09,Outbound to Other,Follow-up,Incident,INC24143568,AXA FRANCE ADMIN,Agent_116
CALL0393741,2024-09-11 14:20:21,2024-09,Outbound to Other,Follow-up,Incident,INC24169767,UGIPS,Agent_097
CALL0393745,2024-09-11 14:23:03,2024-09,Outbound to Other,Follow-up,Incident,INC24148522,UGIPS,Agent_097
CALL0393756,2024-09-11 14:32:06,2024-09,Outbound to Other,Follow-up,Incident,INC24167053,AXA FRANCE ADMIN,Agent_140
CALL0393762,2024-09-11 14:35:16,2024-09,Inbound from User,Follow-up,Incident,INC24150743,AXA FRANCE AEP,Agent_056
CALL0393767,2024-09-11 14:38:49,2024-09,Outbound to Support group,Information,Incident,INC24170563,AXA BANQUE,Agent_104
CALL0393771,2024-09-11 14:43:11,2024-09,Outbound to Support group,Update,Incident,INC24170563,AXA BANQUE,Agent_104
CALL0393779,2024-09-11 14:51:19,2024-09,Outbound to Support group,Information,Incident,INC24170862,AXA FRANCE ADMIN,Agent_009
CALL0393809,2024-09-11 15:15:07,2024-09,Outbound to Support group,Information,Incident,INC24170619,AXA FRANCE ADMIN,Agent_099
CALL0393823,2024-09-11 15:30:45,2024-09,Inbound from User,Follow-up,Incident,INC24106282,AXA BANQUE,Agent_050
CALL0393825,2024-09-11 15:33:19,2024-09,Outbound to Other,Information,Incident,INC24171267,AXA BANQUE,Agent_099
CALL0393826,2024-09-11 15:33:59,2024-09,Outbound to Support group,Information,Incident,INC24171064,AXA FRANCE CLUB 14,Agent_033
CALL0393835,2024-09-11 15:38:38,2024-09,Inbound from User,Update,Demande,RITM7918338,AXA FRANCE ADMIN,Agent_104
CALL0393853,2024-09-11 15:56:26,2024-09,Inbound from User,Follow-up,Incident,INC24144593,AXA BANQUE,Agent_132
CALL0393856,2024-09-11 15:59:05,2024-09,Inbound from User,Follow-up,Incident,INC24171267,AXA BANQUE,Agent_132
CALL0393864,2024-09-11 16:03:36,2024-09,Outbound to Support group,Information,Incident,INC24171552,AXA FRANCE ADMIN,Agent_099
CALL0393871,2024-09-11 16:06:37,2024-09,Inbound from User,Follow-up,Incident,INC24170563,AXA BANQUE,Agent_132
CALL0393874,2024-09-11 16:11:26,2024-09,Outbound to Support group,Update,Incident,INC24171725,AXA FRANCE ADMIN,Agent_104
CALL0393878,2024-09-11 16:14:53,2024-09,Outbound to user,Follow-up,Incident,INC24170423,AXA FRANCE ADMIN,Agent_069
CALL0393879,2024-09-11 16:15:21,2024-09,Outbound to Support group,Information,Incident,INC24171730,AXA FRANCE ADMIN,Agent_002
CALL0393883,2024-09-11 16:18:42,2024-09,Outbound to Support group,Information,Incident,INC24171807,AXA BANQUE,Agent_099
CALL0393906,2024-09-11 16:37:39,2024-09,Outbound to Other,Follow-up,Incident,INC24171725,AXA FRANCE ADMIN,Agent_083
CALL0393920,2024-09-11 16:49:27,2024-09,Outbound to Support group,Information,Incident,INC24172070,AXA FRANCE ADMIN,Agent_104
CALL0393937,2024-09-11 17:01:43,2024-09,Outbound to Support group,Information,Incident,INC24171795,PREFIKAR,Agent_120
CALL0393939,2024-09-11 17:03:05,2024-09,Outbound to Support group,Information,Incident,INC24172314,AXA FRANCE ADMIN,Agent_033
CALL0393941,2024-09-11 17:04:07,2024-09,Outbound to Other,Follow-up,Incident,INC24172069,AXA FRANCE ADMIN,Agent_083
CALL0393945,2024-09-11 17:13:04,2024-09,Outbound to Support group,Update,Incident,INC24083303,AXA FRANCE ADMIN,Agent_104
CALL0393946,2024-09-11 17:13:20,2024-09,Outbound to user,Information,Incident,INC24172270,AXA FRANCE ADMIN,Agent_002
CALL0393958,2024-09-11 17:26:45,2024-09,Outbound to user,Follow-up,Incident,INC24077603,AXA FRANCE ADMIN,Agent_120
CALL0393961,2024-09-11 17:28:47,2024-09,Outbound to user,Information,Incident,INC24122143,AXA FRANCE ADMIN,Agent_104
CALL0393964,2024-09-11 17:30:51,2024-09,Outbound to user,Update,Incident,INC24128136,JURIDICA,Agent_104
CALL0393974,2024-09-11 17:39:44,2024-09,Outbound to user,Update,Incident,INC24168979,AXA FRANCE ADMIN,Agent_051
CALL0393975,2024-09-11 17:40:09,2024-09,Outbound to Support group,Update,Incident,INC24108419,AXA FRANCE ADMIN,Agent_004
CALL0393991,2024-09-11 17:53:49,2024-09,Outbound to user,Update,Incident,INC23898360,AXA FRANCE ADMIN,Agent_104
CALL0393992,2024-09-11 17:55:53,2024-09,Outbound to Support group,Information,Incident,INC24172638,AXA Services MOROCCO,Agent_033
CALL0394017,2024-09-12 08:22:41,2024-09,Inbound from User,Follow-up,Incident,INC24172359,AXA FRANCE ADMIN,Agent_056
CALL0394018,2024-09-12 08:36:26,2024-09,Inbound from Other,Information,Incident,INC24144589,AXA FRANCE ADMIN,Agent_002
CALL0394019,2024-09-12 08:40:44,2024-09,Inbound from Other,Information,Incident,INC24148813,AXA FRANCE ADMIN,Agent_002
CALL0394020,2024-09-12 08:44:15,2024-09,Inbound from Other,Information,Incident,INC24155212,AXA FRANCE ADMIN,Agent_002
CALL0394021,2024-09-12 08:48:36,2024-09,Outbound to Support group,Information,Incident,INC24176814,AXA FRANCE ADMIN,Agent_099
CALL0394026,2024-09-12 08:52:43,2024-09,Inbound from Other,Information,Incident,INC24161019,AXA FRANCE ADMIN,Agent_002
CALL0394027,2024-09-12 08:55:19,2024-09,Outbound to Other,Follow-up,Incident,INC24131680,AXA FRANCE AEP,Agent_108
CALL0394028,2024-09-12 09:00:09,2024-09,Inbound from Other,Information,Incident,INC24029796,AXA FRANCE ADMIN,Agent_002
CALL0394033,2024-09-12 09:03:23,2024-09,Inbound from Other,Information,Incident,INC24082888,AXA FRANCE ADMIN,Agent_002
CALL0394037,2024-09-12 09:06:22,2024-09,Inbound from Other,Information,Incident,INC24147962,AXA FRANCE ADMIN,Agent_002
CALL0394038,2024-09-12 09:06:26,2024-09,Inbound from User,Follow-up,Incident,INC24168780,AXA FRANCE CLUB 14,Agent_128
CALL0394041,2024-09-12 09:10:31,2024-09,Outbound to user,Information,Incident,INC24155843,AXA FRANCE ADMIN,Agent_003
CALL0394051,2024-09-12 09:17:43,2024-09,Inbound from User,Follow-up,Incident,INC24117377,AXA FRANCE ADMIN,Agent_129
CALL0394066,2024-09-12 09:33:02,2024-09,Outbound to Support group,Information,Incident,INC24177438,AXA BANQUE,Agent_009
CALL0394069,2024-09-12 09:34:58,2024-09,Outbound to Other,Follow-up,Incident,INC24172314,AXA FRANCE ADMIN,Agent_140
CALL0394074,2024-09-12 09:38:15,2024-09,Outbound to Support group,Information,Incident,INC24177505,AXA FRANCE ADMIN,Agent_033
CALL0394075,2024-09-12 09:40:46,2024-09,Inbound from User,Follow-up,Incident,INC24176814,AXA FRANCE ADMIN,Agent_129
CALL0394079,2024-09-12 09:43:17,2024-09,Outbound to Support group,Information,Incident,INC24177564,AXA FRANCE ADMIN,Agent_099
CALL0394080,2024-09-12 09:43:37,2024-09,Outbound to Other,Follow-up,Incident,INC24170619,AXA FRANCE ADMIN,Agent_083
CALL0394083,2024-09-12 09:50:38,2024-09,Outbound to user,Follow-up,Incident,INC24177403,AXA FRANCE ADMIN,Agent_120
CALL0394093,2024-09-12 10:02:36,2024-09,Outbound to user,Information,Incident,INC24019605,AXA BANQUE,Agent_003
CALL0394096,2024-09-12 10:06:47,2024-09,Outbound to user,Information,Incident,INC23930157,AXA FRANCE ADMIN,Agent_003
CALL0394097,2024-09-12 10:07:04,2024-09,Inbound from User,Follow-up,Incident,INC24167835,AXA BANQUE,Agent_129
CALL0394098,2024-09-12 10:07:51,2024-09,Outbound to Support group,Other,Incident,INC24177553,AXA FRANCE ADMIN,Agent_128
CALL0394100,2024-09-12 10:11:43,2024-09,Inbound from User,Information,Incident,INC24177219,AXA FRANCE ADMIN,Agent_099
CALL0394105,2024-09-12 10:17:40,2024-09,Inbound from User,Follow-up,Incident,INC24168914,AXA BANQUE,Agent_132
CALL0394106,2024-09-12 10:20:56,2024-09,Inbound from User,Follow-up,Incident,INC24178176,AXA FRANCE ADMIN,Agent_129
CALL0394118,2024-09-12 10:29:54,2024-09,Outbound to Support group,Other,Incident,INC24178272,AXA FRANCE ADMIN,Agent_056
CALL0394121,2024-09-12 10:33:27,2024-09,Outbound to user,Update,Incident,INC24150382,AXA FRANCE ADMIN,Agent_004
CALL0394123,2024-09-12 10:35:43,2024-09,Outbound to Support group,Information,Incident,INC24177219,AXA FRANCE ADMIN,Agent_099
CALL0394127,2024-09-12 10:37:40,2024-09,Outbound to user,Information,Incident,INC24148316,AXA FRANCE ADMIN,Agent_003
CALL0394135,2024-09-12 10:42:38,2024-09,Outbound to Other,Follow-up,Incident,INC24177564,AXA FRANCE ADMIN,Agent_140
CALL0394138,2024-09-12 10:44:58,2024-09,Inbound from User,Information,Incident,INC24167682,AXA FRANCE CLUB 14,Agent_009
CALL0394139,2024-09-12 10:45:39,2024-09,Outbound to user,Information,Incident,INC24168561,AXA FRANCE ADMIN,Agent_003
CALL0394144,2024-09-12 10:49:22,2024-09,Outbound to user,Update,Incident,INC24158067,AXA FRANCE ADMIN,Agent_004
CALL0394150,2024-09-12 10:54:07,2024-09,Outbound to Other,Follow-up,Incident,INC24148691,AXA FRANCE ADMIN,Agent_140
CALL0394151,2024-09-12 10:54:29,2024-09,Inbound from User,Update,Incident,INC24158067,AXA FRANCE ADMIN,Agent_104
CALL0394156,2024-09-12 10:57:47,2024-09,Inbound from User,Update,Incident,INC24158067,AXA FRANCE ADMIN,Agent_004
CALL0394157,2024-09-12 10:58:13,2024-09,Outbound to Support group,Other,Incident,INC24178440,AXA FRANCE ADMIN,Agent_056
CALL0394158,2024-09-12 10:58:24,2024-09,Outbound to user,Information,Incident,INC24170363,AXA FRANCE ADMIN,Agent_104
CALL0394162,2024-09-12 11:00:34,2024-09,Outbound to user,Information,Incident,INC24169134,AXA BANQUE,Agent_104
CALL0394163,2024-09-12 11:01:09,2024-09,Outbound to user,Update,Incident,INC24169733,AXA FRANCE ADMIN,Agent_004
CALL0394165,2024-09-12 11:02:42,2024-09,Outbound to user,Follow-up,Incident,INC24158160,AXA FRANCE ADMIN,Agent_056
CALL0394166,2024-09-12 11:03:42,2024-09,Outbound to user,Update,Incident,INC24122143,AXA FRANCE ADMIN,Agent_104
CALL0394169,2024-09-12 11:05:50,2024-09,Outbound to user,Update,Incident,INC24162070,AXA FRANCE ADMIN,Agent_104
CALL0394170,2024-09-12 11:06:35,2024-09,Outbound to user,Follow-up,Incident,INC24178528,AXA FRANCE ADMIN,Agent_120
CALL0394196,2024-09-12 11:28:22,2024-09,Inbound from User,Information,Incident,INC24178904,AXA FRANCE ADMIN,Agent_033
CALL0394197,2024-09-12 11:29:12,2024-09,Inbound from User,Information,Incident,INC24170363,AXA FRANCE ADMIN,Agent_009
CALL0394198,2024-09-12 11:30:07,2024-09,Inbound from User,Follow-up,Incident,INC24146633,AXA BANQUE,Agent_129
CALL0394202,2024-09-12 11:31:35,2024-09,Inbound from User,Follow-up,Incident,INC24100292,AXA BANQUE,Agent_129
CALL0394211,2024-09-12 11:39:44,2024-09,Outbound to Other,Follow-up,Incident,INC24178284,UGIPS,Agent_097
CALL0394225,2024-09-12 11:50:16,2024-09,Outbound to Other,Follow-up,Incident,INC24168682,JURIDICA,Agent_054
CALL0394230,2024-09-12 11:53:07,2024-09,Inbound from User,Information,Incident,INC24178528,AXA FRANCE ADMIN,Agent_009
CALL0394238,2024-09-12 11:59:30,2024-09,Outbound to user,Follow-up,Incident,INC24179561,AXA FRANCE ADMIN,Agent_120
CALL0394254,2024-09-12 12:11:21,2024-09,Outbound to Other,Follow-up,Incident,INC24167054,UGIPS,Agent_097
CALL0394273,2024-09-12 12:42:34,2024-09,Outbound to user,Update,Incident,INC24180006,AXA BANQUE,Agent_004
CALL0394274,2024-09-12 12:42:42,2024-09,Inbound from User,Information,Incident,INC24178904,AXA FRANCE ADMIN,Agent_099
CALL0394275,2024-09-12 12:44:31,2024-09,Inbound from User,Update,Incident,INC24180006,AXA BANQUE,Agent_004
CALL0394282,2024-09-12 12:54:20,2024-09,Outbound to Support group,Other,Incident,INC24180079,AXA FRANCE ADMIN,Agent_128
CALL0394284,2024-09-12 13:01:14,2024-09,Outbound to user,Update,Incident,INC24180145,AXA FRANCE ADMIN,Agent_051
CALL0394288,2024-09-12 13:09:26,2024-09,Outbound to Other,Follow-up,Incident,INC24178272,AXA FRANCE ADMIN,Agent_140
CALL0394294,2024-09-12 13:27:48,2024-09,Outbound to Support group,Information,Incident,INC24180423,AXA FRANCE ADMIN,Agent_009
CALL0394295,2024-09-12 13:28:54,2024-09,Inbound from User,Follow-up,Incident,INC24180006,AXA BANQUE,Agent_056
CALL0394297,2024-09-12 13:39:40,2024-09,Outbound to Other,Follow-up,Incident,INC24180079,AXA FRANCE ADMIN,Agent_083
CALL0394298,2024-09-12 13:40:55,2024-09,Outbound to Support group,Information,Incident,INC24155212,AXA FRANCE ADMIN,Agent_002
CALL0394302,2024-09-12 13:48:40,2024-09,Inbound from Other,Information,Incident,INC24159827,AXA FRANCE ADMIN,Agent_002
CALL0394303,2024-09-12 13:49:48,2024-09,Outbound to Other,Follow-up,Incident,INC24172731,AXA FRANCE ADMIN,Agent_083
CALL0394304,2024-09-12 13:50:45,2024-09,Inbound from User,Information,Incident,INC24180514,AXA FRANCE ADMIN,Agent_009
CALL0394311,2024-09-12 13:56:34,2024-09,Outbound to Other,Follow-up,Incident,INC24076609,AXA FRANCE ADMIN,Agent_007
CALL0394312,2024-09-12 13:57:26,2024-09,Outbound to Support group,Other,Incident,INC24180485,AXA FRANCE ADMIN,Agent_056
CALL0394314,2024-09-12 13:59:22,2024-09,Outbound to Support group,Information,Incident,INC24180621,AXA FRANCE ADMIN,Agent_002
CALL0394326,2024-09-12 14:10:18,2024-09,Inbound from User,Follow-up,Incident,INC24149680,AXA FRANCE ADMIN,Agent_056
CALL0394332,2024-09-12 14:15:11,2024-09,Outbound to Other,Follow-up,Incident,INC24180508,AXA FRANCE ADMIN,Agent_083
CALL0394358,2024-09-12 14:32:33,2024-09,Inbound from User,Follow-up,Incident,INC24170563,AXA BANQUE,Agent_129
CALL0394363,2024-09-12 14:36:22,2024-09,Inbound from User,Information,Incident,INC22861568,JURIDICA,Agent_130
CALL0394367,2024-09-12 14:39:36,2024-09,Outbound to Other,Follow-up,Incident,INC24180485,AXA FRANCE ADMIN,Agent_083
CALL0394373,2024-09-12 14:41:53,2024-09,Inbound from User,Update,Incident,INC24180664,AXA FRANCE ADMIN,Agent_033
CALL0394381,2024-09-12 14:48:29,2024-09,Inbound from User,Follow-up,Incident,INC24100292,AXA BANQUE,Agent_132
CALL0394384,2024-09-12 14:53:48,2024-09,Outbound to user,Information,Incident,INC24042534,AXA FRANCE ADMIN,Agent_003
CALL0394386,2024-09-12 14:55:13,2024-09,Outbound to Support group,Information,Incident,INC24180987,AXA FRANCE ADMIN,Agent_099
CALL0394387,2024-09-12 14:55:49,2024-09,Inbound from User,Update,Incident,INC24168218,AXA FRANCE ADMIN,Agent_104
CALL0394404,2024-09-12 15:06:39,2024-09,Inbound from User,Follow-up,Incident,INC24171807,AXA BANQUE,Agent_129
CALL0394409,2024-09-12 15:13:20,2024-09,Outbound to user,Update,Incident,INC24145035,AXA FRANCE ADMIN,Agent_004
CALL0394439,2024-09-12 15:36:21,2024-09,Inbound from Other,Information,Incident,INC24181795,AXA FRANCE ADMIN,Agent_002
CALL0394441,2024-09-12 15:39:05,2024-09,Outbound to Support group,Other,Incident,INC24181834,AXA FRANCE ADMIN,Agent_056
CALL0394443,2024-09-12 15:40:05,2024-09,Outbound to Other,Follow-up,Incident,INC24181588,AXA FRANCE ADMIN,Agent_083
CALL0394444,2024-09-12 15:41:06,2024-09,Outbound to user,Update,Incident,INC24144841,AXA FRANCE ADMIN,Agent_104
CALL0394448,2024-09-12 15:43:07,2024-09,Outbound to user,Update,Incident,INC24147235,AXA Services MOROCCO,Agent_104
CALL0394453,2024-09-12 15:46:28,2024-09,Inbound from User,Information,Incident,INC24181624,AXA FRANCE ADMIN,Agent_033
CALL0394457,2024-09-12 15:49:44,2024-09,Outbound to user,Information,Incident,INC23845430,AXA FRANCE ADMIN,Agent_009
CALL0394458,2024-09-12 15:50:16,2024-09,Outbound to Other,Follow-up,Incident,INC24180423,AXA FRANCE ADMIN,Agent_140
CALL0394468,2024-09-12 15:54:21,2024-09,Inbound from User,Update,Incident,INC24179587,AXA FRANCE ADMIN,Agent_104
CALL0394471,2024-09-12 15:57:41,2024-09,Outbound to user,Information,Incident,INC24107160,AXA FRANCE ADMIN,Agent_009
CALL0394474,2024-09-12 15:59:37,2024-09,Inbound from User,Follow-up,Incident,INC24180006,AXA BANQUE,Agent_129
CALL0394475,2024-09-12 15:59:53,2024-09,Outbound to user,Information,Incident,INC24148721,UGIPS,Agent_009
CALL0394484,2024-09-12 16:09:31,2024-09,Inbound from User,Follow-up,Incident,INC24181872,AXA FRANCE ADMIN,Agent_129
CALL0394486,2024-09-12 16:12:46,2024-09,Inbound from User,Information,Incident,INC24181624,AXA FRANCE ADMIN,Agent_104
CALL0394488,2024-09-12 16:13:34,2024-09,Outbound to Other,Follow-up,Incident,INC24145983,AXA FRANCE ADMIN,Agent_140
CALL0394489,2024-09-12 16:14:05,2024-09,Inbound from User,Follow-up,Incident,INC24179267,AXA BANQUE,Agent_129
CALL0394490,2024-09-12 16:14:07,2024-09,Outbound to user,Other,Incident,INC23603809,AXA FRANCE ADMIN,Agent_127
CALL0394492,2024-09-12 16:16:04,2024-09,Inbound from User,Update,Incident,INC24181872,AXA FRANCE ADMIN,Agent_104
CALL0394493,2024-09-12 16:16:10,2024-09,Outbound to user,Other,Incident,INC23941721,AXA FRANCE ADMIN,Agent_127
CALL0394495,2024-09-12 16:16:16,2024-09,Outbound to Other,Follow-up,Incident,INC24181443,AXA FRANCE ADMIN,Agent_083
CALL0394497,2024-09-12 16:16:59,2024-09,Outbound to Support group,Information,Incident,INC24168177,AXA FRANCE ADMIN,Agent_099
CALL0394498,2024-09-12 16:17:06,2024-09,Outbound to user,Information,Incident,INC24178678,AXA FRANCE ADMIN,Agent_009
CALL0394506,2024-09-12 16:21:35,2024-09,Outbound to user,Update,Incident,INC24146838,AXA FRANCE ADMIN,Agent_004
CALL0394507,2024-09-12 16:22:08,2024-09,Outbound to user,Other,Incident,INC23815713,AXA FRANCE ADMIN,Agent_127
CALL0394515,2024-09-12 16:28:33,2024-09,Outbound to user,Other,Incident,INC24096115,AXA FRANCE ADMIN,Agent_127
CALL0394517,2024-09-12 16:29:31,2024-09,Outbound to user,Information,Incident,INC24168561,AXA FRANCE ADMIN,Agent_003
CALL0394522,2024-09-12 16:31:49,2024-09,Outbound to user,Other,Incident,INC23694107,AXA BANQUE,Agent_127
CALL0394523,2024-09-12 16:32:02,2024-09,Outbound to Support group,Update,Incident,INC24100769,AXA FRANCE ADMIN,Agent_051
CALL0394524,2024-09-12 16:33:05,2024-09,Outbound to user,Update,Incident,INC23653598,AXA FRANCE ADMIN,Agent_004
CALL0394527,2024-09-12 16:34:24,2024-09,Outbound to user,Other,Incident,INC23988401,AXA FRANCE ADMIN,Agent_127
CALL0394530,2024-09-12 16:36:26,2024-09,Inbound from User,Follow-up,Incident,INC23956917,AXA FRANCE ADMIN,Agent_132
CALL0394534,2024-09-12 16:37:52,2024-09,Inbound from User,Follow-up,Incident,INC24029805,AXA FRANCE ADMIN,Agent_132
CALL0394535,2024-09-12 16:40:26,2024-09,Inbound from User,Follow-up,Incident,INC24029805,AXA FRANCE ADMIN,Agent_132
CALL0394536,2024-09-12 16:42:19,2024-09,Outbound to user,Update,Incident,INC23313638,AXA FRANCE ADMIN,Agent_004
CALL0394543,2024-09-12 16:46:57,2024-09,Outbound to user,Update,Incident,INC23763600,AXA FRANCE ADMIN,Agent_004
CALL0394544,2024-09-12 16:47:25,2024-09,Outbound to user,Follow-up,Incident,INC24178904,AXA FRANCE ADMIN,Agent_128
CALL0394545,2024-09-12 16:48:22,2024-09,Inbound from User,Follow-up,Incident,INC24133044,AXA BANQUE,Agent_132
CALL0394546,2024-09-12 16:48:57,2024-09,Outbound to user,Update,Incident,INC23807834,AXA FRANCE ADMIN,Agent_004
CALL0394547,2024-09-12 16:50:40,2024-09,Outbound to user,Update,Incident,INC23150737,AXA ASSURCREDIT,Agent_004
CALL0394558,2024-09-12 17:04:25,2024-09,Inbound from User,Follow-up,Incident,INC24182451,AXA FRANCE ADMIN,Agent_072
CALL0394571,2024-09-12 17:17:56,2024-09,Inbound from User,Update,Incident,INC24182451,AXA FRANCE ADMIN,Agent_104
CALL0394577,2024-09-12 17:25:45,2024-09,Outbound to user,Other,Incident,INC24081967,AXA FRANCE ADMIN,Agent_127
CALL0394586,2024-09-12 17:34:45,2024-09,Outbound to user,Information,Incident,INC24162105,AXA FRANCE ADMIN,Agent_104
CALL0394587,2024-09-12 17:35:36,2024-09,Inbound from User,Update,Incident,INC24148626,AXA BANQUE,Agent_004
CALL0394599,2024-09-12 17:46:14,2024-09,Outbound to user,Update,Incident,INC24155398,AXA FRANCE ADMIN,Agent_033
CALL0394608,2024-09-12 17:52:02,2024-09,Inbound from User,Information,Incident,INC24155398,AXA FRANCE ADMIN,Agent_033
CALL0394610,2024-09-12 17:53:30,2024-09,Outbound to user,Update,Incident,INC24150650,AXA FRANCE AEP,Agent_051
CALL0394612,2024-09-12 17:55:09,2024-09,Outbound to user,Follow-up,Incident,INC23989356,AXA FRANCE ADMIN,Agent_033
CALL0394616,2024-09-12 18:08:38,2024-09,Outbound to Other,Follow-up,Incident,INC24180658,UGIPS,Agent_097
CALL0394617,2024-09-12 18:09:45,2024-09,Outbound to Other,Follow-up,Incident,INC24167040,UGIPS,Agent_097
